text,label,scam_type,timestamp
Let's push the deployment to Friday.,legit,none,2025-02-20 11:07:00
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-25 09:11:00
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-05 23:24:00
Let's push the deployment to Friday.,legit,none,2025-02-06 00:36:00
Let's push the deployment to Friday.,legit,none,2025-03-11 23:01:00
Call me when you are free.,legit,none,2025-01-15 07:55:00
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-03-06 08:22:00
Call me when you are free.,legit,none,2025-01-20 04:07:00
Let's push the deployment to Friday.,legit,none,2025-03-26 13:28:00
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-03-24 16:27:00
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-02-22 10:49:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-12 14:31:00
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-01-31 22:28:00
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-02-12 18:45:00
"Hey, are we still meeting at 5pm?",legit,none,2025-02-05 00:32:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-19 20:28:00
"Investment opportunity, send your account details.",scam,other,2025-03-03 23:21:00
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-01-14 22:12:00
Happy birthday! Hope you have a great day :),legit,none,2025-03-05 11:04:00
Happy birthday! Hope you have a great day :),legit,none,2025-02-24 05:44:00
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-19 07:55:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-03 14:16:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-01-08 19:01:00
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-20 17:25:00
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-01-21 16:57:00
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-02-09 20:17:00
Happy birthday! Hope you have a great day :),legit,none,2025-03-20 15:04:00
"Transfer me $200 now, my account is frozen.",scam,other,2025-02-04 17:06:00
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-03-19 16:08:00
"Hey, are we still meeting at 5pm?",legit,none,2025-01-09 19:44:00
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-02-28 12:06:00
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-14 04:11:00
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-01-27 05:37:00
Call me when you are free.,legit,none,2025-01-26 07:43:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-07 12:19:00
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-12 18:51:00
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-23 03:49:00
WhatsApp verification code: 254739. Please share the code so I can confirm.,scam,otp,2025-03-01 17:10:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-01-05 13:42:00
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-08 19:00:00
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-02-20 08:49:00
Happy birthday! Hope you have a great day :),legit,none,2025-03-17 11:44:00
Let's push the deployment to Friday.,legit,none,2025-02-09 21:02:00
Happy birthday! Hope you have a great day :),legit,none,2025-03-03 15:37:00
Happy birthday! Hope you have a great day :),legit,none,2025-03-08 06:48:00
"Investment opportunity, send your account details.",scam,other,2025-01-15 09:06:00
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-02-15 13:17:00
Let's push the deployment to Friday.,legit,none,2025-01-22 17:25:00
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-01-26 21:08:00
"Transfer me $200 now, my account is frozen.",scam,other,2025-02-27 04:25:00
Call me when you are free.,legit,none,2025-03-21 18:27:00
Let's push the deployment to Friday.,legit,none,2025-02-06 07:36:00
Happy birthday! Hope you have a great day :),legit,none,2025-01-03 06:08:00
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-02-11 13:58:00
Call me when you are free.,legit,none,2025-03-10 08:19:00
Call me when you are free.,legit,none,2025-01-16 00:43:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-02 01:51:00
Call me when you are free.,legit,none,2025-01-28 09:26:00
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-31 05:22:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-27 16:56:00
Happy birthday! Hope you have a great day :),legit,none,2025-03-24 03:24:00
WhatsApp verification code: 805477. Please share the code so I can confirm.,scam,otp,2025-01-29 06:07:00
Can you send the report by tomorrow morning?,legit,none,2025-02-08 09:36:00
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-01-26 17:52:00
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-01-07 11:59:00
Let's push the deployment to Friday.,legit,none,2025-02-16 00:04:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-01-04 17:43:00
"Transfer me $200 now, my account is frozen.",scam,other,2025-02-11 23:23:00
Call me when you are free.,legit,none,2025-01-23 09:51:00
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-02-05 03:24:00
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-03-06 14:32:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-02-13 09:58:00
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-03-12 14:37:00
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-27 22:23:00
Let's push the deployment to Friday.,legit,none,2025-03-02 16:50:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-01 14:13:00
Let's push the deployment to Friday.,legit,none,2025-02-22 13:14:00
Let's push the deployment to Friday.,legit,none,2025-03-02 09:11:00
Can you send the report by tomorrow morning?,legit,none,2025-02-16 09:04:00
WhatsApp verification code: 524045. Please share the code so I can confirm.,scam,otp,2025-03-04 23:13:00
Can you send the report by tomorrow morning?,legit,none,2025-03-03 03:19:00
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-03 15:41:00
WhatsApp verification code: 206851. Please share the code so I can confirm.,scam,otp,2025-03-05 11:02:00
Let's push the deployment to Friday.,legit,none,2025-03-18 17:14:00
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-01-04 23:20:00
Let's push the deployment to Friday.,legit,none,2025-03-26 05:32:00
"Hey, are we still meeting at 5pm?",legit,none,2025-02-25 10:40:00
"Transfer me $200 now, my account is frozen.",scam,other,2025-03-24 05:30:00
"Transfer me $200 now, my account is frozen.",scam,other,2025-02-10 04:58:00
Let's push the deployment to Friday.,legit,none,2025-03-31 16:14:00
Can you send the report by tomorrow morning?,legit,none,2025-03-26 06:21:00
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-01-16 00:32:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-04 01:13:00
Let's push the deployment to Friday.,legit,none,2025-02-11 14:49:00
Happy birthday! Hope you have a great day :),legit,none,2025-01-20 12:00:00
WhatsApp verification code: 973349. Please share the code so I can confirm.,scam,otp,2025-02-08 05:49:00
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-01-15 05:57:00
"Hey, are we still meeting at 5pm?",legit,none,2025-01-09 09:37:00
"Hey, are we still meeting at 5pm?",legit,none,2025-01-15 23:39:00
Call me when you are free.,legit,none,2025-01-20 23:45:00
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-02-03 13:51:00
"Investment opportunity, send your account details.",scam,other,2025-03-10 18:35:00
Call me when you are free.,legit,none,2025-03-06 00:54:00
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-02-12 00:02:00
WhatsApp verification code: 430876. Please share the code so I can confirm.,scam,otp,2025-01-11 21:10:00
Happy birthday! Hope you have a great day :),legit,none,2025-02-15 18:29:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-09 13:50:00
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-02-15 08:43:00
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-03-20 05:15:00
"Transfer me $200 now, my account is frozen.",scam,other,2025-03-31 00:21:00
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-08 20:36:00
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-01-18 01:46:00
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-02-27 07:02:00
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-01-14 20:53:00
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-01-14 02:54:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-01-25 14:00:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-02-11 00:09:00
WhatsApp verification code: 384913. Please share the code so I can confirm.,scam,otp,2025-01-31 13:40:00
"Investment opportunity, send your account details.",scam,other,2025-01-14 00:38:00
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-02-26 16:09:00
Happy birthday! Hope you have a great day :),legit,none,2025-01-14 00:06:00
WhatsApp verification code: 576786. Please share the code so I can confirm.,scam,otp,2025-01-30 18:00:00
"Investment opportunity, send your account details.",scam,other,2025-01-27 20:56:00
"Hey, are we still meeting at 5pm?",legit,none,2025-01-21 20:21:00
Let's push the deployment to Friday.,legit,none,2025-01-05 00:18:00
"Investment opportunity, send your account details.",scam,other,2025-03-21 06:22:00
Can you send the report by tomorrow morning?,legit,none,2025-01-21 06:59:00
Happy birthday! Hope you have a great day :),legit,none,2025-01-12 14:24:00
"Hey, are we still meeting at 5pm?",legit,none,2025-02-10 08:02:00
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-01-23 04:26:00
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-02 10:12:00
Call me when you are free.,legit,none,2025-01-10 02:24:00
Happy birthday! Hope you have a great day :),legit,none,2025-01-15 02:09:00
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-03-01 20:40:00
Call me when you are free.,legit,none,2025-03-04 12:27:00
Happy birthday! Hope you have a great day :),legit,none,2025-03-13 12:30:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-17 14:24:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-25 12:14:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-03 06:59:00
"Investment opportunity, send your account details.",scam,other,2025-01-22 22:06:00
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-03-22 18:38:00
Let's push the deployment to Friday.,legit,none,2025-03-30 09:21:00
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-01-14 06:00:00
Happy birthday! Hope you have a great day :),legit,none,2025-03-05 09:43:00
Can you send the report by tomorrow morning?,legit,none,2025-03-03 00:01:00
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-04 17:57:00
"Hey, are we still meeting at 5pm?",legit,none,2025-02-04 14:23:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-28 00:29:00
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-01-10 01:49:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-28 15:30:00
Can you send the report by tomorrow morning?,legit,none,2025-03-13 16:02:00
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-03-24 00:43:00
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-21 10:29:00
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-11 00:14:00
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-03-11 11:02:00
"This is your colleague Mark, I'm on a temporary phone — what's the code?",scam,impersonation,2025-03-30 06:54:00
Can you send the report by tomorrow morning?,legit,none,2025-03-06 03:09:00
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-02-19 13:36:00
WhatsApp verification code: 945742. Please share the code so I can confirm.,scam,otp,2025-01-19 03:00:00
Can you send the report by tomorrow morning?,legit,none,2025-02-18 14:50:00
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-03-25 02:06:00
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-01-19 12:40:00
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-01-22 01:40:00
Can you send the report by tomorrow morning?,legit,none,2025-03-26 13:14:00
WhatsApp verification code: 232352. Please share the code so I can confirm.,scam,otp,2025-02-13 02:30:00
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-02-07 04:25:00
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-01-21 20:05:00
Let's push the deployment to Friday.,legit,none,2025-01-20 23:06:00
Call me when you are free.,legit,none,2025-02-11 02:17:00
WhatsApp verification code: 416950. Please share the code so I can confirm.,scam,otp,2025-01-02 06:54:00
Let's push the deployment to Friday.,legit,none,2025-03-02 21:24:00
Let's push the deployment to Friday.,legit,none,2025-01-07 00:35:00
Happy birthday! Hope you have a great day :),legit,none,2025-02-01 11:09:00
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-20 18:11:00
Happy birthday! Hope you have a great day :),legit,none,2025-01-31 23:17:00
WhatsApp verification code: 387936. Please share the code so I can confirm.,scam,otp,2025-02-10 00:54:00
Can you send the report by tomorrow morning?,legit,none,2025-03-20 16:45:00
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-03-29 03:13:00
Can you send the report by tomorrow morning?,legit,none,2025-03-05 13:06:00
"Investment opportunity, send your account details.",scam,other,2025-02-03 05:03:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-30 13:48:00
Call me when you are free.,legit,none,2025-03-10 17:54:00
Call me when you are free.,legit,none,2025-01-07 04:27:00
Happy birthday! Hope you have a great day :),legit,none,2025-02-01 19:50:00
Happy birthday! Hope you have a great day :),legit,none,2025-01-23 02:50:00
Can you send the report by tomorrow morning?,legit,none,2025-01-26 08:29:00
Let's push the deployment to Friday.,legit,none,2025-02-26 17:18:00
Can you send the report by tomorrow morning?,legit,none,2025-01-13 16:49:00
Call me when you are free.,legit,none,2025-01-09 21:53:00
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-01-14 21:48:00
"Hey, are we still meeting at 5pm?",legit,none,2025-02-02 04:37:00
"Hey, are we still meeting at 5pm?",legit,none,2025-01-31 08:39:00
Call me when you are free.,legit,none,2025-01-15 03:34:00
Can you send the report by tomorrow morning?,legit,none,2025-03-14 02:19:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-22 23:36:00
Call me when you are free.,legit,none,2025-01-22 15:55:00
Happy birthday! Hope you have a great day :),legit,none,2025-03-15 00:30:00
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-02-23 03:56:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-15 06:38:00
"Hey, are we still meeting at 5pm?",legit,none,2025-02-02 16:12:00
Happy birthday! Hope you have a great day :),legit,none,2025-01-23 20:34:00
Can you send the report by tomorrow morning?,legit,none,2025-02-19 02:17:00
"Investment opportunity, send your account details.",scam,other,2025-03-29 13:35:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-24 09:55:00
Happy birthday! Hope you have a great day :),legit,none,2025-02-26 12:56:00
Happy birthday! Hope you have a great day :),legit,none,2025-01-07 08:51:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-22 02:37:00
Let's push the deployment to Friday.,legit,none,2025-03-09 23:52:00
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-01-03 19:47:00
Hi it's John on a new number — can you confirm my code? 564321,scam,impersonation,2025-02-15 02:03:00
WhatsApp verification code: 426147. Please share the code so I can confirm.,scam,otp,2025-01-10 20:08:00
Hi it's John on a new number — can you confirm my code? 564321,scam,impersonation,2025-02-27 10:47:00
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-03-28 06:24:00
Call me when you are free.,legit,none,2025-03-10 05:15:00
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-01-25 02:07:00
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-02-26 22:27:00
Can you send the report by tomorrow morning?,legit,none,2025-02-27 23:47:00
Hi it's John on a new number — can you confirm my code? 564321,scam,impersonation,2025-03-11 05:03:00
Can you send the report by tomorrow morning?,legit,none,2025-03-12 08:47:00
Let's push the deployment to Friday.,legit,none,2025-02-16 03:49:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-02-13 01:51:00
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-05 03:21:00
Call me when you are free.,legit,none,2025-03-28 04:38:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-04 19:41:00
Happy birthday! Hope you have a great day :),legit,none,2025-01-20 10:56:00
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-01-18 16:03:00
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-03-06 04:35:00
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-27 16:40:00
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-03-05 23:41:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-01-30 08:05:00
Happy birthday! Hope you have a great day :),legit,none,2025-02-07 10:03:00
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-01-22 06:13:00
Happy birthday! Hope you have a great day :),legit,none,2025-03-30 15:22:00
Let's push the deployment to Friday.,legit,none,2025-01-22 19:05:00
Can you send the report by tomorrow morning?,legit,none,2025-01-06 19:52:00
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-02-11 09:34:00
"I just sent you a code by mistake, can you forward it?",scam,otp,2025-02-07 17:21:00
Let's push the deployment to Friday.,legit,none,2025-02-11 06:29:00
Happy birthday! Hope you have a great day :),legit,none,2025-02-04 12:55:00
Let's push the deployment to Friday.,legit,none,2025-03-14 20:55:00
Let's push the deployment to Friday.,legit,none,2025-01-02 21:57:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-02-01 06:56:00
WhatsApp verification code: 125611. Please share the code so I can confirm.,scam,otp,2025-01-05 04:57:00
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-02-24 03:53:00
Call me when you are free.,legit,none,2025-02-06 08:30:00
"Hey, are we still meeting at 5pm?",legit,none,2025-01-11 04:23:00
WhatsApp verification code: 258157. Please share the code so I can confirm.,scam,otp,2025-01-22 01:11:00
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-03-19 13:58:00
Happy birthday! Hope you have a great day :),legit,none,2025-02-18 19:24:00
Your parcel is ready for delivery. Click http://fake-delivery.example to confirm.,scam,phishing,2025-02-24 10:25:00
Call me when you are free.,legit,none,2025-03-22 11:25:00
Call me when you are free.,legit,none,2025-02-08 12:21:00
WhatsApp verification code: 179688. Please share the code so I can confirm.,scam,otp,2025-02-23 21:27:00
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-23 03:40:00
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-02-21 12:17:00
Call me when you are free.,legit,none,2025-03-29 14:41:00
Please send me the 6-digit code I sent you — I need to log in.,scam,otp,2025-03-26 13:11:00
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-01-07 11:29:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-20 05:54:00
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-02-22 01:06:00
"Hey, are we still meeting at 5pm?",legit,none,2025-02-24 07:13:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-11 01:38:00
WhatsApp verification code: 611233. Please share the code so I can confirm.,scam,otp,2025-01-20 07:22:00
Urgent! Send money to this number or I'll be in trouble.,scam,other,2025-01-04 00:53:00
"Investment opportunity, send your account details.",scam,other,2025-01-23 19:30:00
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-01-31 19:35:00
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-03-22 03:05:00
Call me when you are free.,legit,none,2025-01-14 11:30:00
"Hey, are we still meeting at 5pm?",legit,none,2025-01-23 15:11:00
"Hey, are we still meeting at 5pm?",legit,none,2025-03-03 22:06:00
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-03-27 19:18:00
"Hey, are we still meeting at 5pm?",legit,none,2025-01-23 13:33:00
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-03-10 00:58:00
"Transfer me $200 now, my account is frozen.",scam,other,2025-01-29 02:52:00
You have won a prize! Click this link to claim your reward: http://scam.example,scam,phishing,2025-01-17 12:28:00
Let's push the deployment to Friday.,legit,none,2025-02-01 23:05:00
Can you send the report by tomorrow morning?,legit,none,2025-03-30 04:10:00
Call me when you are free.,legit,none,2025-03-26 05:56:00
Bank alert: Your account needs verification. Login at http://bank.example,scam,phishing,2025-02-26 22:13:00
"We detected unusual activity, verify here: http://verify.example",scam,phishing,2025-02-10 15:29:00
WhatsApp verification code: 735324. Please share the code so I can confirm.,scam,otp,2025-02-25 06:33:00
"Hey it's Sam, lost my phone. I changed numbers, send me the verification code.",scam,impersonation,2025-03-09 18:49:00
Happy birthday! Hope you have a great day :),legit,none,2025-01-18 07:57:00
Let's push the deployment to Friday.,legit,none,2025-02-25 16:13:00
Can you send the report by tomorrow morning?,legit,none,2025-02-06 18:03:00
WhatsApp verification code: 300845. Please share the code so I can confirm.,scam,otp,2025-01-20 16:41:00
Your account code 987654 — please confirm by sending it here.,scam,otp,2025-01-08 08:01:00
This is WhatsApp support. Your OTP is 345678. Please share to verify.,scam,otp,2025-01-20 10:50:00
Let's push the deployment to Friday.,legit,none,2025-03-11 09:43:00
Happy birthday! Hope you have a great day :),legit,none,2025-03-15 12:00:00
